TILE
108W_70N
107W_70N
106W_70N
105W_70N
104W_70N
103W_70N
102W_70N
101W_70N
163W_69N
162W_69N
161W_69N
160W_69N
159W_69N
158W_69N
157W_69N
156W_69N
155W_69N
154W_69N
153W_69N
152W_69N
151W_69N
150W_69N
149W_69N
148W_69N
147W_69N
146W_69N
145W_69N
144W_69N
143W_69N
142W_69N
141W_69N
140W_69N
139W_69N
138W_69N
137W_69N
136W_69N
135W_69N
134W_69N
133W_69N
132W_69N
131W_69N
130W_69N
129W_69N
128W_69N
127W_69N
126W_69N
125W_69N
124W_69N
123W_69N
122W_69N
121W_69N
120W_69N
119W_69N
118W_69N
117W_69N
116W_69N
115W_69N
114W_69N
113W_69N
112W_69N
111W_69N
110W_69N
109W_69N
108W_69N
107W_69N
106W_69N
105W_69N
104W_69N
103W_69N
102W_69N
101W_69N
166W_68N
165W_68N
164W_68N
163W_68N
162W_68N
161W_68N
160W_68N
159W_68N
158W_68N
157W_68N
156W_68N
155W_68N
154W_68N
153W_68N
152W_68N
151W_68N
150W_68N
149W_68N
148W_68N
147W_68N
146W_68N
145W_68N
144W_68N
143W_68N
142W_68N
141W_68N
140W_68N
139W_68N
138W_68N
